Investor Name,Location,Total Investments,Lead Investments,company_name_hyphens,URL,Total investments,Average round size,Portfolio companies,Rounds per year,Lead investments,Areas of investment,Follow on index,Exits,Stages of investment,Type,Status
Zhuhai Shiyuan Technology Partnerships,,1,1,zhuhai-shiyuan-technology-partnerships,https://unicorn-nest.com/funds/zhuhai-shiyuan-technology-partnerships,1,0,1,,1,ManufacturingElectronicsBattery,,,,,
Zhuhai Shunlian,,1,0,zhuhai-shunlian,https://unicorn-nest.com/funds/zhuhai-shunlian,1,0,1,,,Space Travel,,,Early Stage Venture,,
Zhuhai Simai Qiye Guanli,,1,0,zhuhai-simai-qiye-guanli,https://unicorn-nest.com/funds/zhuhai-simai-qiye-guanli,1,0,1,,,SoftwareGaming3D Technology,,,,,
Zhuhai Special Economic Zone Xinxin Industrial,"Guangdong, Zhuhai, China",1,0,zhuhai-special-economic-zone-xinxin-industrial,https://unicorn-nest.com/funds/zhuhai-special-economic-zone-xinxin-industrial,1,0,1,0.03,,FinanceInsuranceCommercial Insurance,,1,,,
Zhuhai Titans Electronics Technology Power Group,"Guangdong, Zhuhai, China",1,0,zhuhai-titans-electronics-technology-power-group,https://unicorn-nest.com/funds/zhuhai-titans-electronics-technology-power-group,1,0,1,0.06,,TransportationRentalEnergy,,,,,
Zhuhai Weier Capital,,1,0,zhuhai-weier-capital,https://unicorn-nest.com/funds/zhuhai-weier-capital,1,0,1,,,AnalyticsArtificial IntelligenceCyber Security,,,,,
Zhuhai Xiangzhou Science and Technology Angel Fund,,1,0,zhuhai-xiangzhou-science-and-technology-angel-fund,https://unicorn-nest.com/funds/zhuhai-xiangzhou-science-and-technology-angel-fund,1,0,1,,,Information Technology3D TechnologyVirtualization,,,,,
Zhuhai Xiangzhou Zhirong Fund,,1,1,zhuhai-xiangzhou-zhirong-fund,https://unicorn-nest.com/funds/zhuhai-xiangzhou-zhirong-fund,1,0,1,,1,Information Technology3D TechnologyVirtualization,,,,,
Zhuhai Xidian Touzi,"Guangdong, Zhuhai, China",1,0,zhuhai-xidian-touzi,https://unicorn-nest.com/funds/zhuhai-xidian-touzi,1,0,1,0.07,,SoftwareElectric Vehicle,,,,,
Zhuhai Xinzetong Technology,,1,0,zhuhai-xinzetong-technology,https://unicorn-nest.com/funds/zhuhai-xinzetong-technology,1,0,1,,,ManufacturingElectronicsWirelessCommunication Hardware,,,,,
Zhuhai Yaohuihang Touzi Hehuo Qiye,,1,0,zhuhai-yaohuihang-touzi-hehuo-qiye,https://unicorn-nest.com/funds/zhuhai-yaohuihang-touzi-hehuo-qiye,1,0,1,0.14,,SoftwareMobile AppsEducation,,,,,
Zhuhai Yijun Kechuang Touzi,"Guangdong, Zhuhai, China",1,0,zhuhai-yijun-kechuang-touzi,https://unicorn-nest.com/funds/zhuhai-yijun-kechuang-touzi,1,0,1,0.17,,SoftwareElectric Vehicle,,,,,
Zhuhai Yinglian Investment,"Guangdong, Zhuhai, China",1,0,zhuhai-yinglian-investment,https://unicorn-nest.com/funds/zhuhai-yinglian-investment,1,0,1,0.25,,Information ServicesHealth CareMedical,,,,,
Zhuhai Yisheng Technology,"Guangdong, Zhuhai, China",1,0,zhuhai-yisheng-technology,https://unicorn-nest.com/funds/zhuhai-yisheng-technology,1,0,1,,,Health CareMedical DeviceClinical Trials,,,,,
Zhuhai Yixin,,1,0,zhuhai-yixin,https://unicorn-nest.com/funds/zhuhai-yixin,1,0,1,,,ManufacturingSemiconductor,,,,,
Zhuhai Yiying Investment Partnership (Limited Partnership),,1,0,zhuhai-yiying-investment-partnership-limited-partnership,https://unicorn-nest.com/funds/zhuhai-yiying-investment-partnership-limited-partnership,1,0,1,0.17,,BroadcastingE-LearningArtificial IntelligenceEdTechBlockchainInformation and Communications Technology (ICT)Media and EntertainmentUnified Communications,,,,,
Zhuhai Yongtong Technology,,1,0,zhuhai-yongtong-technology,https://unicorn-nest.com/funds/zhuhai-yongtong-technology,1,0,1,,,BiotechnologyLife ScienceBiopharma,,,,,
Zhuhai Yuansheng Ziben Guanli,"Guangdong, Zhuhai, China",1,0,zhuhai-yuansheng-ziben-guanli,https://unicorn-nest.com/funds/zhuhai-yuansheng-ziben-guanli,1,0,1,,,SportsMedia and EntertainmentTicketing,,1,,,
Zhuhai Yuexin Investment Management Enterprise,"Guangdong, Zhuhai, China",1,0,zhuhai-yuexin-investment-management-enterprise,https://unicorn-nest.com/funds/zhuhai-yuexin-investment-management-enterprise,1,0,1,0.17,,BeautyCosmeticsMedical,,1,,,
Zhuhai Zhongle,,1,0,zhuhai-zhongle,https://unicorn-nest.com/funds/zhuhai-zhongle,1,0,1,,,Health Care,,,,,
Zhuhai Zhongyou Lianchuang Touzi,"Guangdong, Zhuhai, China",1,0,zhuhai-zhongyou-lianchuang-touzi,https://unicorn-nest.com/funds/zhuhai-zhongyou-lianchuang-touzi,1,0,1,0.17,,E-CommerceB2BAdvertisingB2C,,,,,
Zhuhaishi Pusisaite Keji,"Guangdong, Zhuhai, China",1,0,zhuhaishi-pusisaite-keji,https://unicorn-nest.com/funds/zhuhaishi-pusisaite-keji,1,0,1,0.14,,ConstructionLandscapingForestryPollution Control,,1,,,
Zhuhaishi Tiankuo Touzi Hehuoqiye (Youxian Hehuo),"Guangdong, Zhuhai, China",1,0,zhuhaishi-tiankuo-touzi-hehuoqiye-youxian-hehuo,https://unicorn-nest.com/funds/zhuhaishi-tiankuo-touzi-hehuoqiye-youxian-hehuo,1,0,1,0.17,,GamingMedia and EntertainmentCasual Games,,,,,
"Zhuhaishi Tongxin Touzi Co., Ltd","Guangdong, Zhuhai, China",1,0,zhuhaishi-tongxin-touzi-co-ltd,https://unicorn-nest.com/funds/zhuhaishi-tongxin-touzi-co-ltd,1,0,1,0.09,,RetailConsumerHealth CareTherapeuticsBaby,,,,,
Zhuhaishi Xinqiao Touzi,,1,0,zhuhaishi-xinqiao-touzi,https://unicorn-nest.com/funds/zhuhaishi-xinqiao-touzi,1,0,1,0.08,,SoftwareFinanceConsulting,,1,,,
Zhuifeng Touzi,"Hangzhou, Zhejiang, China",2,1,zhuifeng-touzi,https://unicorn-nest.com/funds/zhuifeng-touzi,2,0,2,0.50,1,SocialE-CommerceInternetGamingAppsShopping,,,,,
Zhuiyi Technology,"Shenzhen, Guangdong, China",1,0,zhuiyi-technology,https://unicorn-nest.com/funds/zhuiyi-technology,1,0,1,0.17,,SoftwareArtificial IntelligenceMachine Learning,,,,,
Zhuiyuan Venture Capital,"Beijing, Beijing, China",17,0,zhuiyuan-venture-capital,https://unicorn-nest.com/funds/zhuiyuan-venture-capital,17,0,13,1.89,,SalesArtificial IntelligenceEducationManufacturingSecurityHardwareIndustrialOptical CommunicationMachinery ManufacturingLaser,0.24,,,,
Zhuji Huiriyingtian Equity Investment,,1,0,zhuji-huiriyingtian-equity-investment,https://unicorn-nest.com/funds/zhuji-huiriyingtian-equity-investment,1,0,1,,,BiotechnologyManufacturingMedical DeviceMedical,,,,,
Zhuji Luxiao Shangmao,"Zhejiang, Zhuji, China",1,0,zhuji-luxiao-shangmao,https://unicorn-nest.com/funds/zhuji-luxiao-shangmao,1,0,1,0.07,,ManufacturingHardwareElectronics,,,,,
Zhuji Xienuo Xingshi Venture Capital Partnership,,1,1,zhuji-xienuo-xingshi-venture-capital-partnership,https://unicorn-nest.com/funds/zhuji-xienuo-xingshi-venture-capital-partnership,1,0,1,,1,Artificial IntelligenceHealth DiagnosticsMedical,,,,,
Zhujijingkaichuangrong Touzi,,2,0,zhujijingkaichuangrong-touzi,https://unicorn-nest.com/funds/zhujijingkaichuangrong-touzi,2,0,2,0.50,,BiotechnologyFinancial ServicesFinTechHealth CareMedical,,1,,,
Zhulang,"Nanjing, Jiangsu, China",1,1,zhulang,https://unicorn-nest.com/funds/zhulang,1,0,1,0.07,1,Artificial IntelligenceMachine LearningMedia and EntertainmentTranslation Service,,,,,
Zhulongwang,"Beijing, Beijing, China",1,0,zhulongwang,https://unicorn-nest.com/funds/zhulongwang,1,0,1,0.05,,Real EstateConstructionArchitecture,,,,,
Zhulu Capital,"Shanghai, China",14,2,zhulu-capital,https://unicorn-nest.com/funds/zhulu-capital,14,0,14,1.75,2,SoftwareInformation TechnologyArtificial IntelligenceBig DataRoboticsMarketingPublic SafetyChild CareIndustrial ManufacturingWarehousing,,,SeedEarly Stage Venture,,
Zhundian Investment Group,,1,0,zhundian-investment-group,https://unicorn-nest.com/funds/zhundian-investment-group,1,0,1,,,,,,,,
Zhundian Printing,"Shanghai, Shanghai, China",1,0,zhundian-printing,https://unicorn-nest.com/funds/zhundian-printing,1,0,1,0.09,,Graphic DesignAdvertisingPrinting,,,,,
Zhuoang Touzi,"Hangzhou, Zhejiang, China",1,0,zhuoang-touzi,https://unicorn-nest.com/funds/zhuoang-touzi,1,0,1,0.12,,ConstructionInterior DesignArchitecture,,,,,
Zhuojia Huizhi Chuangtou,"Shenzhen, Guangdong, China",3,0,zhuojia-huizhi-chuangtou,https://unicorn-nest.com/funds/zhuojia-huizhi-chuangtou,3,0,3,0.20,,LogisticsBiotechnologyBroadcastingCommercialInformation TechnologyHealth CareGeneticsConsultingDatabaseTV Production,,,,,
Zhuopu Capital,"Beijing, Haidian, China",10,1,zhuopu-capital,https://unicorn-nest.com/funds/zhuopu-capital,10,0,8,1.00,1,LogisticsE-CommerceFreight ServiceInternetTransportationSoftwareFinancial ServicesInformation ServicesSaaSElectronics,0.20,,,,
Zhuopu Touzi,"Fengxian District, China",8,3,zhuopu-touzi,https://unicorn-nest.com/funds/zhuopu-touzi,8,0,7,0.67,3,E-CommerceAppsTrainingEducationMedicalPersonal HealthMedia and EntertainmentEmploymentWearablesEyewear,0.12,,,,
Zhuoye Investment Fund Management,"Beijing, Beijing, China",1,0,zhuoye-investment-fund-management,https://unicorn-nest.com/funds/zhuoye-investment-fund-management,1,0,1,0.20,,SocialInformation TechnologyInsurance,,,,,
Zhuoyu Touzi,"Shanghai, China",1,0,zhuoyu-touzi,https://unicorn-nest.com/funds/zhuoyu-touzi,1,0,1,0.14,,FurnitureManufacturingChemical,,,,,
Zhuoyuan Capital,"Shenzhen, Guangdong, China",54,7,zhuoyuan-capital,https://unicorn-nest.com/funds/zhuoyuan-capital,54,0,37,,7,SoftwareInformation TechnologyArtificial IntelligenceSoftware EngineeringRoboticsManufacturingSemiconductorElectronicsService IndustryIndustrial Automation,0.31,1,,,
Zhuoyuan Group,"Guangdong, Guangzhou, China",1,0,zhuoyuan-group,https://unicorn-nest.com/funds/zhuoyuan-group,1,0,1,0.04,,GamingAugmented RealityVirtual Reality,,,,,
Zhuoyue Baisheng,"Guangdong, Futian, China",1,0,zhuoyue-baisheng,https://unicorn-nest.com/funds/zhuoyue-baisheng,1,0,1,0.07,,Real EstateRentalProperty Management,,1,,,
Zhuoyue Jinke,,1,0,zhuoyue-jinke,https://unicorn-nest.com/funds/zhuoyue-jinke,1,0,1,,,,,,,,
Zhupin Investment,"Shanghai, Shanghai, China",1,0,zhupin-investment,https://unicorn-nest.com/funds/zhupin-investment,1,0,1,,,Consumer,,,,,
Zhuzhao Investment,,1,1,zhuzhao-investment,https://unicorn-nest.com/funds/zhuzhao-investment,1,0,1,,1,TransportationTravelTravel Accommodations,,,,,
Zhuzhou CRRC Times Electric,"Hunan, Zhuzhou, China",2,1,zhuzhou-crrc-times-electric,https://unicorn-nest.com/funds/zhuzhou-crrc-times-electric,2,0,2,0.03,1,TransportationManufacturingElectronics,,,,,
Zhuzhou Guochuang Tianxin Venture Capital Fund,"Hunan, Zhuzhou, China",1,0,zhuzhou-guochuang-tianxin-venture-capital-fund,https://unicorn-nest.com/funds/zhuzhou-guochuang-tianxin-venture-capital-fund,1,0,1,,,,,,,,
Zhuzhou Guotou,,1,0,zhuzhou-guotou,https://unicorn-nest.com/funds/zhuzhou-guotou,1,0,1,,,,,,,,
Zi Mei She,"Shenzhen, Guangdong, China",1,0,zi-mei-she,https://unicorn-nest.com/funds/zi-mei-she,1,0,1,0.17,,Professional ServicesBusiness Development,,,,,
Zibo Financial Holding,,1,1,zibo-financial-holding,https://unicorn-nest.com/funds/zibo-financial-holding,1,0,1,,1,AutomotiveElectric VehicleMechanical Engineering,,,Private Equity,,
Zibo High-tech Industry Investment,,1,0,zibo-high-tech-industry-investment,https://unicorn-nest.com/funds/zibo-high-tech-industry-investment,1,0,1,0.11,,ManufacturingAdvanced MaterialsIndustrial AutomationIndustrial Design,,,,,
Zibo Hightech Industrial Investment,,1,1,zibo-hightech-industrial-investment,https://unicorn-nest.com/funds/zibo-hightech-industrial-investment,1,0,1,,1,AutomotiveElectric VehicleMechanical Engineering,,,Private Equity,,
Zibo Jinfang Hengjian Equity Investment Fund Partnership,,1,0,zibo-jinfang-hengjian-equity-investment-fund-partnership,https://unicorn-nest.com/funds/zibo-jinfang-hengjian-equity-investment-fund-partnership,1,0,1,,,BiotechnologyPharmaceutical,,,,,
Zibo Jingneng,,2,0,zibo-jingneng,https://unicorn-nest.com/funds/zibo-jingneng,2,0,2,,,Information TechnologyManufacturingElectronicsIndustrialTechnical Support,,,,,
Zibo Qixin,"Shandong, Qingdao Shi, China",2,0,zibo-qixin,https://unicorn-nest.com/funds/zibo-qixin,2,0,1,0.33,,Network SecuritySecurityNetwork Hardware,0.50,1,,,
ZiboQilu HuaxueGongyequ Jinyingu Touzi,,1,0,ziboqilu-huaxuegongyequ-jinyingu-touzi,https://unicorn-nest.com/funds/ziboqilu-huaxuegongyequ-jinyingu-touzi,1,0,1,0.10,,ManufacturingIndustrialMachinery Manufacturing,,,,,
Zibolan,"Beijing, Beijing, China",4,1,zibolan,https://unicorn-nest.com/funds/zibolan,4,0,3,0.29,1,E-CommerceInternetInformation TechnologyMobileProduct ManagementDigital MarketingAdvertisingInternet of ThingsAgricultureTechnical Support,0.25,1,,,
Zibra,"Denmark, Taastrup",0,,zibra,https://unicorn-nest.com/funds/zibra,,0,,,,,,,,,Active
Zichy International LLC,,1,0,zichy-international-llc,https://unicorn-nest.com/funds/zichy-international-llc,1,0,1,,,Information TechnologyHealth CareMobile AppsElectronic Health Record (EHR),,,,,
Zicom,"Maharashtra, Mumbai, India",2,0,zicom,https://unicorn-nest.com/funds/zicom,2,0,2,0.07,,SecurityBuilding Material,,,,,
Zicom Holdings,,1,0,zicom-holdings,https://unicorn-nest.com/funds/zicom-holdings,1,0,1,,,Health CareMedical DeviceLaser,,,,,
Ziegler HealthVest Partners,"United States, Illinois, Chicago",2,0,ziegler-healthvest-partners,https://unicorn-nest.com/funds/ziegler-healthvest-partners,2,0,1,0.02,,Information TechnologyHealth CareEnterprise Software,0.50,1,Early Stage Venture,,
Ziegler Link-Age Funds,,15,4,ziegler-link-age-funds,https://unicorn-nest.com/funds/ziegler-link-age-funds,,0,,,,,,,,,
Ziegler LinkAge Longevity Fund,"United States, Wisconsin, Milwaukee",5,0,ziegler-linkage-longevity-fund,https://unicorn-nest.com/funds/ziegler-linkage-longevity-fund,5,0,4,,,SoftwareFinancial ServicesAnalyticsInformation TechnologyHealth CareReal TimeBankingHome Health CareElderlyNursing and Residential Care,0.20,,,,
Ziegler Meditech Equity Partners,"United States, Wisconsin, Milwaukee",24,4,ziegler-meditech-equity-partners,https://unicorn-nest.com/funds/ziegler-meditech-equity-partners,24,0,6,,4,BiotechnologyEnterpriseHealth CareHealth DiagnosticsHospitalMedical DeviceMedicalPharmaceuticalWirelessSensor,0.75,3,SeedPrivate EquityEarly Stage VentureLate Stage Venture,,
Zifang Capital,,7,7,zifang-capital,https://unicorn-nest.com/funds/zifang-capital,7,0,7,,7,SocialSupply Chain ManagementService IndustryBakery,,,,,
Ziff Brothers Investments,"United States, New York, New York",3,0,ziff-brothers-investments,https://unicorn-nest.com/funds/ziff-brothers-investments,3,0,3,0.11,,BiotechnologyInternetGeneticsMarketplaceEnergyIntellectual PropertyService IndustryChemicalSolarAgriculture,,2,Late Stage Venture,,
Ziff Capital Partners,"United States, New York, New York",9,2,ziff-capital-partners,https://unicorn-nest.com/funds/ziff-capital-partners,9,0,6,1.00,2,BiotechnologyHealth CareHealth DiagnosticsMedical DeviceMedicalLife SciencePharmaceuticalTherapeuticsPrivate Social NetworkingEdiscovery,0.33,1,,,
Ziff Davis,"United States, New York, New York",1,0,ziff-davis,https://unicorn-nest.com/funds/ziff-davis,1,0,1,0.01,,SoftwareFitnessHealth CareWellnessSaaSmHealth,,,,,
Ziffren Brittenham,"United States, California, Los Angeles",2,0,ziffren-brittenham,https://unicorn-nest.com/funds/ziffren-brittenham,2,0,2,0.05,,InternetContentSocial MediaVideoAdvertisingDigital MediaTVJournalism,,1,,,
ZigZag Labs,,1,0,zigzag-labs,https://unicorn-nest.com/funds/zigzag-labs,1,0,1,1.00,,,,,Early Stage Venture,,
Zigg Capital,"United States, New York",50,4,zigg-capital,https://unicorn-nest.com/funds/zigg-capital,50,0,31,8.33,4,Real EstateSoftwareFinancial ServicesFinTechInformation TechnologyArtificial IntelligenceMachine LearningConstructionHospitalityResidential,0.38,1,Early Stage Venture,Venture Capital,Active
Zignal Labs,"United States, California, San Francisco",1,0,zignal-labs,https://unicorn-nest.com/funds/zignal-labs,1,0,1,0.10,,SoftwareAnalyticsBig DataBusiness IntelligenceSecurityReal TimePublic RelationsPredictive AnalyticsRisk ManagementSocial Media Management,,,,,
Zigong Boyuan,"Sichuan, Zigong, China",1,0,zigong-boyuan,https://unicorn-nest.com/funds/zigong-boyuan,1,0,1,0.20,,Consumer GoodsFood and BeverageBakery,,,,,
Zigong Chuangfa,,1,1,zigong-chuangfa,https://unicorn-nest.com/funds/zigong-chuangfa,1,0,1,,1,AerospaceManufacturingIndustrialAir Transportation,,,,,
Zigong Hi-tech Investment,,1,1,zigong-hi-tech-investment,https://unicorn-nest.com/funds/zigong-hi-tech-investment,1,0,0,,1,Advanced MaterialsBatteryEnergy Management,,,,,
Zihao Touzi,"Shanghai, China",1,0,zihao-touzi,https://unicorn-nest.com/funds/zihao-touzi,1,0,1,0.05,,SportsMedia and EntertainmentTicketing,,1,,,
Zihuai Capital,"Shanghai, Jiading, China",1,0,zihuai-capital,https://unicorn-nest.com/funds/zihuai-capital,1,0,1,0.12,,Artificial IntelligenceVideoService Industry,,1,,,
Zihuai Ziben,,4,1,zihuai-ziben,https://unicorn-nest.com/funds/zihuai-ziben,4,0,4,,1,E-CommerceBeautyCosmeticsRetailConsumerContentMedia and EntertainmentShoppingManagement ConsultingPet,,,,,
Zijian Electronics,,1,1,zijian-electronics,https://unicorn-nest.com/funds/zijian-electronics,1,0,1,0.08,1,ManufacturingBattery,,,,,
Zijiang Touzi,"Guangdong Province, Haizhu District, China",1,0,zijiang-touzi,https://unicorn-nest.com/funds/zijiang-touzi,1,0,1,0.09,,ManufacturingHardwareWireless,,,,,
Zijie Equity investment fund,,1,0,zijie-equity-investment-fund,https://unicorn-nest.com/funds/zijie-equity-investment-fund,1,0,1,,,SaaSDigital MarketingBusiness Development,,,,,
Zijin High-Tech Venture Capital,"Nanjing, Jiangsu, China",27,3,zijin-high-tech-venture-capital,https://unicorn-nest.com/funds/zijin-high-tech-venture-capital,27,0,27,,3,E-CommerceSoftwareConsumer GoodsInformation TechnologyManufacturingMusicElectronicsMedia and EntertainmentIndustrialArt,,,,,
Zijin Hongyun Fund,,2,1,zijin-hongyun-fund,https://unicorn-nest.com/funds/zijin-hongyun-fund,2,0,2,,1,BiotechnologyPharmaceuticalBiopharma,,,,,
Zijin Mining Group,,3,2,zijin-mining-group,https://unicorn-nest.com/funds/zijin-mining-group,3,0,3,,2,MiningPrecious Metals,,2,,,
Zijing Capital,,3,1,zijing-capital,https://unicorn-nest.com/funds/zijing-capital,3,0,3,,1,SoftwareE-LearningEducationEmployment,,,,,
Zijing Tianshi Chuangtou Jijin,"Shenzhen, Guangdong, China",6,1,zijing-tianshi-chuangtou-jijin,https://unicorn-nest.com/funds/zijing-tianshi-chuangtou-jijin,6,0,6,,1,AutomotiveArtificial IntelligenceHealth CareBig DataRoboticsManufacturingMedical DevicePersonal HealthHardwareImage Recognition,,2,,,
Zijue Capital,"Shenzhen, Guangdong, China",2,0,zijue-capital,https://unicorn-nest.com/funds/zijue-capital,2,0,2,,,E-CommerceSoftwareRetailArtificial IntelligenceFood and BeverageShoppingNatural Language Processing,,,,,
Zilber Family Foundation,"United States, Wisconsin, Milwaukee",47,17,zilber-family-foundation,https://unicorn-nest.com/funds/zilber-family-foundation,47,0,44,0.76,17,Real EstateSocialFinancial ServicesHealth CareCommunitiesNon ProfitAssociationSocial ImpactFamilySocial Assistance,0.06,,,,
Zilker Ventures,"United States, Texas, Austin",2,0,zilker-ventures,https://unicorn-nest.com/funds/zilker-ventures,2,0,1,0.15,,MobileAppsMobile AppsContent,0.50,,Seed,,
Zilkha Venture Partners,"United States, New York, New York",4,1,zilkha-venture-partners,https://unicorn-nest.com/funds/zilkha-venture-partners,4,0,4,,1,AutomotiveInfrastructureWholesaleE-CommerceInternetSportsSocial MediaLegalElectric VehicleRecreational Vehicles,,3,SeedEarly Stage Venture,,
Zillionize,"United States, Palo Alto",158,0,zillionize,https://unicorn-nest.com/funds/zillionize,158,0,146,13.17,,E-CommerceInternetSoftwareInformation TechnologyMobileArtificial IntelligenceHealth CareSaaSAppsEnterprise Software,0.07,21,SeedEarly Stage Venture,Venture Capital,Active
Zillionize Angel,"United States, California, Palo Alto",39,1,zillionize-angel,https://unicorn-nest.com/funds/zillionize-angel,39,0,38,3.90,1,LogisticsE-CommerceSoftwareArtificial IntelligenceHealth CareSaaSEnterprise SoftwareDelivery ServiceSocial MediaComputer,,5,SeedEarly Stage Venture,,
Zilliqa Capital,"Central Region, Singapore, Singapore",8,0,zilliqa-capital,https://unicorn-nest.com/funds/zilliqa-capital,8,0,7,,,Venture CapitalImpact InvestingFinancial ServicesFinTechSocial NetworkMarketplaceCryptocurrencyBlockchainTrading PlatformB2C,0.12,,,,
Zillow,"United States, Seattle",6,1,zillow,https://unicorn-nest.com/funds/zillow,6,0,6,0.33,1,E-CommerceSoftwareFinancial ServicesFurnitureArtificial IntelligenceMachine LearningAppsMarketplaceComputerHome Decor,,,,Corporate investor,Active
Zima Innovation & Invest Management,"Guangdong, Zhuhai, China",1,0,zima-innovation--invest-management,https://unicorn-nest.com/funds/zima-innovation--invest-management,,0,,,,,,,,,
Zimi,"Nanjing, Jiangsu, China",2,0,zimi,https://unicorn-nest.com/funds/zimi,2,0,2,0.25,,ConsumerHardwareElectronicsWearables,,,,,
Zimi Fund,"Shanghai, China",10,1,zimi-fund,https://unicorn-nest.com/funds/zimi-fund,10,0,9,0.91,1,AutomotiveLogisticsSupply Chain ManagementSoftwareFinancial ServicesRentalFood and BeverageInternet of ThingsAgTechAgriculture,0.10,,Seed,,
ZimiTech,"Manila, Makati, Philippines",1,0,zimitech,https://unicorn-nest.com/funds/zimitech,1,0,1,0.14,,RentalHardwareConsumer ElectronicsEnergy,,1,,,
Ziming Capital,"Beijing, Beijing, China",1,0,ziming-capital,https://unicorn-nest.com/funds/ziming-capital,1,0,1,,,Food and BeverageAgTechAgriculture,,,Late Stage Venture,,
Zimmer Biomet,"Warsaw, United States, Indiana",2,1,zimmer-biomet,https://unicorn-nest.com/funds/zimmer-biomet,2,0,2,0.02,1,BiotechnologyHealth CareHospitalMedical DeviceMedicalPharmaceutical,,1,,,
Zimmer Financial Services Group,,1,0,zimmer-financial-services-group,https://unicorn-nest.com/funds/zimmer-financial-services-group,1,0,1,,,Information Technology,,,Private Equity,,
Zimmer Lucas Partners,"United States, New York, New York",3,0,zimmer-lucas-partners,https://unicorn-nest.com/funds/zimmer-lucas-partners,3,0,3,0.11,,Information ServicesEnterprise SoftwareManufacturingDronesElectronicsEnergyEnergy EfficiencyCommunications InfrastructureClean EnergyIndustrial Automation,,1,,,
Zimmerman Ventures,"United States, Wisconsin, Milwaukee",1,0,zimmerman-ventures,https://unicorn-nest.com/funds/zimmerman-ventures,1,0,1,0.03,,Supply Chain ManagementHealth CareMedical DevicePharmaceutical,,1,Seed,,
Zimmermann Investments,"Nordrhein-Westfalen, Werdohl, Germany",5,0,zimmermann-investments,https://unicorn-nest.com/funds/zimmermann-investments,5,0,4,,,AutomotiveE-CommerceFurnitureRetail TechnologySalesMobileCar SharingRecruitingAppsHome Decor,0.20,2,Early Stage VentureLate Stage Venture,,
"Zinah Ventures, LLC","United States, Washington, Seattle",1,0,zinah-ventures-llc,https://unicorn-nest.com/funds/zinah-ventures-llc,1,0,1,0.08,,Mobile,,,,,
Zinal Growth,,24,2,zinal-growth,https://unicorn-nest.com/funds/zinal-growth,24,0,20,,2,E-CommerceInternetSoftwareFinancial ServicesFinTechInformation TechnologyPaymentsFinanceMarketplaceBlockchain,0.17,,,,
Zing Capital,"United States, Washington, Vancouver",5,2,zing-capital,https://unicorn-nest.com/funds/zing-capital,5,0,4,1.00,2,InfrastructureSoftwareFinancial ServicesFinTechInformation TechnologyRentalSaaSCryptocurrencyPhotographyBlockchain,0.20,,SeedEarly Stage Venture,,
Zing Health,"United States, Chicago",1,0,zing-health,https://unicorn-nest.com/funds/zing-health,1,0,1,0.20,,Information TechnologyArtificial IntelligenceHealth CareCyber Security,,,,Corporate investor,Active
Zinner Global Mobility GmbH,"Berlin, Berlin, Germany",1,0,zinner-global-mobility-gmbh,https://unicorn-nest.com/funds/zinner-global-mobility-gmbh,1,0,1,0.14,,Human ResourcesRecruitingConsulting,,,,,
Zinner.io,,1,0,zinnerio,https://unicorn-nest.com/funds/zinnerio,,0,,,,,,,,,
Zinnov,"United States, California, Santa Clara",1,0,zinnov,https://unicorn-nest.com/funds/zinnov,1,0,1,0.05,,RetailFood and BeverageManufacturing,,1,,,
Zino Fund,,1,0,zino-fund,https://unicorn-nest.com/funds/zino-fund,1,0,1,,,Financial ServicesFinTechPaymentsFinance,,,,,
Zino Ventures,"Auckland, New Zealand, Auckland",3,0,zino-ventures,https://unicorn-nest.com/funds/zino-ventures,3,0,3,0.50,,LogisticsE-CommerceInternetSoftwareInformation TechnologyHuman ResourcesPaymentsSaaSEnterprise SoftwareCourier Service,,,,,
Zintinus,"Berlin, Berlin, Germany",6,3,zintinus,https://unicorn-nest.com/funds/zintinus,6,0,3,,3,BiotechnologyHorticultureInternetFood and BeverageHealth CareNutritionFarmingFruit,0.50,,Early Stage VentureLate Stage Venture,,
Zintinus,"Berlin, Berlin, Germany",6,3,zintinus,https://unicorn-nest.com/funds/zintinus,6,0,3,,3,BiotechnologyHorticultureInternetFood and BeverageHealth CareNutritionFarmingFruit,0.50,,Early Stage VentureLate Stage Venture,,
Zintinus,"Germany, Berlin",0,,zintinus,https://unicorn-nest.com/funds/zintinus,6,0,3,,3,BiotechnologyHorticultureInternetFood and BeverageHealth CareNutritionFarmingFruit,0.50,,Early Stage VentureLate Stage Venture,,
Zintinus,"Germany, Berlin",0,,zintinus,https://unicorn-nest.com/funds/zintinus,6,0,3,,3,BiotechnologyHorticultureInternetFood and BeverageHealth CareNutritionFarmingFruit,0.50,,Early Stage VentureLate Stage Venture,,
Zions Bancorporation,"Salt Lake City, Utah, United States",4,0,zions-bancorporation,https://unicorn-nest.com/funds/zions-bancorporation,4,0,4,0.03,,InternetFinancial ServicesEnergyRenewable EnergySolarTrading PlatformEnvironmental Engineering,,2,,,
Zions First National Bank,"United States, Salt Lake City",12,1,zions-first-national-bank,https://unicorn-nest.com/funds/zions-first-national-bank,12,0,9,0.08,1,BiotechnologyHealth CareMarketing AutomationMedical DeviceWeb DesignSocial Media MarketingRenewable EnergySolarContent CreatorsSEO,0.17,3,Debt,Bank,Active
